Codigo foto,Carpeta/Subcarpeta,Camara usada,Fecha,Familia,Genero,Especie,CÃ³digo/ ID del individuo*,Descripcion o Ubicacion,Quebrada-transecto ,Colectores ,Metodo de captura 
DSC_0237-KATP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/27/2018,Trichomycteridae,Ochmacanthus ,reinhardtii ,CV2-454,CV2-Katirnaentsa,Katirnaentsa-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0237-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Anostomidae,Leporinus,friderici,CV1-254,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0238-KANT5,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Cichlidae,Apistogramma,aff. cruzi,CV2-401,CV2-Katirnaentsa,Kantashentsa-T5,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0238-KATP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/27/2018,Crenuchidae,Characidium,sp. 1,CV2-455,CV2-Katirnaentsa,Katirnaentsa-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0238-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Anostomidae,Leporinus,friderici,CV1-255,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0239-KANT5,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Cichlidae,Apistogramma,aff. cruzi,CV2-402,CV2-Katirnaentsa,Kantashentsa-T5,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0239-KATP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/27/2018,Characidae,Moenkhausia,collettii,CV2-456,CV2-Katirnaentsa,Katirnaentsa-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0239-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Anostomidae,Leporinus,friderici,CV1-256,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0240-KANT5,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Cichlidae,Apistogramma,aff. cruzi,CV2-403,CV2-Katirnaentsa,Kantashentsa-T5,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0240-KATP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/27/2018,Characidae,Moenkhausia,dichroura,CV2-457,CV2-Katirnaentsa,Katirnaentsa-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0240-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Phenacogaster,napoatilis,CV1-128,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0240-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Anostomidae,Leporinus,friderici,CV1-257,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0241-CHT4,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/18/2018,Characidae,Hemigrammus,sp. 2,CV1-031,CV1-Mashumbara ,Chapintsa-T4,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0241-KANT5,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Cichlidae,Laetacara,flavilabris,CV2-404,CV2-Katirnaentsa,Kantashentsa-T5,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0241-KATP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/27/2018,Characidae,Moenkhausia,dichroura,CV2-458,CV2-Katirnaentsa,Katirnaentsa-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0241-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Phenacogaster,napoatilis,CV1-129,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0241-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Characidae,Brachycalcinus,nummus,CV1-258,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0242-KANT5,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Characidae,Moenkhausia,sp. 1,CV2-405,CV2-Katirnaentsa,Kantashentsa-T5,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0242-KATP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/27/2018,Crenuchidae,Characidium,cf. etheostoma,CV2-459,CV2-Katirnaentsa,Katirnaentsa-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0242-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Phenacogaster,napoatilis,CV1-130,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0242-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Characidae,Brachycalcinus,nummus,CV1-259,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0243-KANT5,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Characidae,Moenkhausia,comma,CV2-406,CV2-Katirnaentsa,Kantashentsa-T5,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0243-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Moenkhausia,intermedia,CV1-131,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0243-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Characidae,Brachycalcinus,nummus,CV1-260,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0244-KANT5,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Characidae,Hyphessobrycon,agulha,CV2-407,CV2-Katirnaentsa,Kantashentsa-T5,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0244-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Curimatidae,Steindachnerina,sp. 1,CV1-132,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0244-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Characidae,Tetragonopterus,argenteus,CV1-261,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0245-KANT5,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Gasteropelecidae,Carnegiella,strigata,CV2-408,CV2-Katirnaentsa,Kantashentsa-T5,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0245-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Curimatidae,Steindachnerina,sp. 1,CV1-133,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0245-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Characidae,Moenkhausia,oligolepis,CV1-262,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0246-KANT5,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Characidae,Hyphessobrycon,cf. margitae,CV2-409,CV2-Katirnaentsa,Kantashentsa-T5,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0246-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Curimatidae,Steindachnerina,sp. 1,CV1-134,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0246-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Characidae,Phenacogaster,napoatilis,CV1-263,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0247-KANT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Callichthyidae,Corydoras,aeneus,CV2-410,CV2-Katirnaentsa,Kantashentsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0247-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Curimatidae,Steindachnerina,sp. 1,CV1-135,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0247-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Characidae,Phenacogaster,napoatilis,CV1-264,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0248-KANT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Callichthyidae,Corydoras,aeneus,CV2-411,CV2-Katirnaentsa,Kantashentsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0248-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Curimatidae,Steindachnerina,sp. 1,CV1-136,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0248-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Characidae,Phenacogaster,cf. capitulatus,CV1-265,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0249-CV2-TRAMPA,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/29/2018,Pimelodidae,Pinirampus,pinirampu,CV2-500,CV2-Katirnaentsa,Katirnaentsa,"Leo, Morgan, Antonio y Perciles ",Red de espera
DSC_0249-KANT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Callichthyidae,Corydoras,aeneus,CV2-412,CV2-Katirnaentsa,Kantashentsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0249-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Curimatidae,Steindachnerina,sp. 1,CV1-137,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0250-KANT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Cichlidae,Apistogramma,bitaeniata,CV2-413,CV2-Katirnaentsa,Kantashentsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0250-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Curimatidae,Steindachnerina,sp. 1,CV1-138,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0251-KANT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Cichlidae,Apistogramma,aff. cruzi,CV2-414,CV2-Katirnaentsa,Kantashentsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0251-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Curimatidae,Steindachnerina,sp. 1,CV1-139,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0251-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Serrasalmidae,Serrasalmus,rhombeus,CV1-266,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0252-KANT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Cichlidae,Bujurquina,moriorum,CV2-415,CV2-Katirnaentsa,Kantashentsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0252-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Curimatidae,Steindachnerina,sp. 1,CV1-140,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0252-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Callichthyidae,Corydoras,atropersonatus,CV1-267,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0253-KANT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Characidae,Chrysobrycon,hesperus,CV2-416,CV2-Katirnaentsa,Kantashentsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0253-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Curimatidae,Steindachnerina,sp. 1,CV1-141,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0253-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Callichthyidae,Corydoras,atropersonatus,CV1-268,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0254-KANT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Characidae,Chrysobrycon,hesperus,CV2-417,CV2-Katirnaentsa,Kantashentsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0254-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Curimatidae,Steindachnerina,sp. 1,CV1-142,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0254-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Callichthyidae,Corydoras,atropersonatus,CV1-269,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0255-KANT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Characidae,Chrysobrycon,hesperus,CV2-418,CV2-Katirnaentsa,Kantashentsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0255-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Curimatidae,Steindachnerina,sp. 1,CV1-143,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0255-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Callichthyidae,Corydoras,trilineatus,CV1-270,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_02561-KATP3 DSC_02591-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Pimelodidae,Pseudoplatystoma ,punctifer,CV2-489,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0256-KANT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Characidae,Hemigrammus,sp. 2,CV2-419,CV2-Katirnaentsa,Kantashentsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0256-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Curimatidae,Steindachnerina,sp. 1,CV1-144,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0256-MAP2-DSC_0257-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Loricariidae,Ancistrus,sp. 1,CV1-271,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0257-KANT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Characidae,Hemigrammus,sp. 2,CV2-420,CV2-Katirnaentsa,Kantashentsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0257-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Curimatidae,Steindachnerina,sp. 1,CV1-145,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0258-CV1-TRAMPA,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/19/2018,Erythrinidae,Hoplias ,malabaricus,CV1-286,CV1-Mashumbara ,Mashumbara,"Leo, Morgan, Antonio y Perciles ",Red de espera
DSC_0258-KANT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Characidae,Hemigrammus,sp. 2,CV2-421,CV2-Katirnaentsa,Kantashentsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0258-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Curimatidae,Steindachnerina,sp. 1,CV1-146,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0258-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Callichthyidae,Corydoras,atropersonatus,CV1-272,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0259-KANT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Characidae,Moenkhausia,sp. 1,CV2-422,CV2-Katirnaentsa,Kantashentsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0259-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Creagrutus,beni,CV1-147,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0259-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Callichthyidae,Corydoras,atropersonatus,CV1-273,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0260-KANT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/25/2018,Characidae,Hemigrammus,sp. 1,CV2-423,CV2-Katirnaentsa,Kantashentsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0260-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Knodus,caquetae,CV1-148,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0260-MAP2-DSC_0261-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Trichomycteridae,Acanthopoma,annectens,CV1-274,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0261-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Knodus,caquetae,CV1-149,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0262-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Moenkhausia,intermedia,CV1-150,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0263-CV1-TRAMPA,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/19/2018,Auchenipteridae,Ageneiosus,sp. 1,CV1-290,CV1-Mashumbara ,Mashumbara,"Leo, Morgan, Antonio y Perciles ",Red de espera
DSC_0263-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Creagrutus,beni,CV1-151,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0264-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Knodus,caquetae,CV1-152,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0265-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Creagrutus,beni,CV1-153,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0266-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Loricariidae,Farlowella ,sp. 1,CV1-275,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0267-CV1-TRAMPA,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/19/2018,Erythrinidae,Hoplias ,malabaricus,CV1-287,CV1-Mashumbara ,Mashumbara,"Leo, Morgan, Antonio y Perciles ",Red de espera
DSC_0267-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Knodus,caquetae,CV1-154,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0267-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Crenuchidae,Characidium,cf. etheostoma,CV1-276,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0268-CV1-TRAMPA,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/19/2018,Erythrinidae,Hoplias ,malabaricus,CV1-288,CV1-Mashumbara ,Mashumbara,"Leo, Morgan, Antonio y Perciles ",Red de espera
DSC_0268-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Creagrutus,beni,CV1-155,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0268-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Characidae,Phenacogaster,napoatilis,CV1-277,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0269-CV1-TRAMPA,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/19/2018,Cichlidae,Bujurquina,huallagae,CV1-289,CV1-Mashumbara ,Mashumbara,"Leo, Morgan, Antonio y Perciles ",Red de espera
DSC_0269-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Knodus,caquetae,CV1-156,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0269-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Crenuchidae,Characidium,cf.pellucidum,CV1-278,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0270-CV1-TRAMPA,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/19/2018,Serrasalmidae,Serrasalmus,rhombeus,CV1-291,CV1-Mashumbara ,Mashumbara,"Leo, Morgan, Antonio y Perciles ",Red de espera
DSC_0270-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Knodus,caquetae,CV1-157,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0270-MAP2-DSC_0271-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Loricariidae,Hypoptopoma,sp. 1,CV1-279,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0271-CHT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/19/2018,Lebiasinidae,Pyrrhulina,cf. brevis,CV1-040,CV1-Mashumbara ,Chapintsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0271-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Heptapteridae,Pimelodella,cf. hasemani,CV1-158,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0272-CHT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/19/2018,Lebiasinidae,Pyrrhulina,cf. brevis,CV1-041,CV1-Mashumbara ,Chapintsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0272-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Knodus,caquetae,CV1-159,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0272-MAP2-DSC_0273-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Loricariidae,Otocinclus,vittatus,CV1-280,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0273-CHT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/19/2018,Characidae,Hyphessobrycon,cf. margitae,CV1-042,CV1-Mashumbara ,Chapintsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0273-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Heptapteridae,Imparfinis,cf. stictonotus,CV1-160,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
