family,genus,specificEpithet,country,catalogNumber,IndivID,Camera,photoID,id
Ctenoluciidae,Boulengerella,cuvieri,Venezuela,309215,1,Coolpix B500,DSCN0006.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Venezuela,309215,1,Coolpix B500,DSCN0007.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Venezuela,309215,1,Coolpix B500,DSCN0008.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Venezuela,270341,1,W100,DSCN0592.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Venezuela,270341,1,W100,DSCN0593.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Venezuela,270341,1,Coolpix B500,DSCN0009.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Venezuela,270341,1,Coolpix B500,DSCN0010.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Peru,280451,1,W100,DSCN0594.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Peru,280541,1,W100,DSCN0595.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Peru,280541,1,Coolpix B500,DSCN0011.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Peru,280541,1,Coolpix B500,DSCN0012.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Brazil,191563,1,W100,DSCN0596.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Brazil,191563,1,W100,DSCN0597.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Brazil,191563,1,Coolpix B500,DSCN0013.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Brazil,191563,1,Coolpix B500,DSCN0014.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Brazil,191563,2,W100,DSCN0598.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Brazil,191563,2,W100,DSCN0599.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Brazil,191563,2,Coolpix B500,DSCN0015.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Brazil,191563,2,Coolpix B500,DSCN0016.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Brazil,191563,3,W100,DSCN0600.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Brazil,191563,3,W100,DSCN0601.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Brazil,191563,3,Coolpix B500,DSCN0017.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Brazil,191563,3,Coolpix B500,DSCN0018.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Guyana,403708,1,W100,DSCN0602.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Guyana,403708,1,W100,DSCN0603.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Guyana,403708,1,Coolpix B500,DSCN0019.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Guyana,403708,1,Coolpix B500,DSCN0020.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Guyana,403709,1,W100,DSCN0604.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Guyana,403709,1,W100,DSCN0605.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Guyana,403709,1,Coolpix B500,DSCN0021.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Guyana,403709,1,Coolpix B500,DSCN0022.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Guyana,66208,1,W100,DSCN0606.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Guyana,66208,1,W100,DSCN0607.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Guyana,66208,1,Coolpix B500,DSCN0023.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Guyana,66208,1,Coolpix B500,DSCN0024.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Venezuela,226266,1,W100,DSCN0608.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Venezuela,226266,1,W100,DSCN0609.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Venezuela,226266,1,Coolpix B500,DSCN0025.JPG,
Ctenoluciidae,Boulengerella,cuvieri,Venezuela,226266,1,Coolpix B500,DSCN0026.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306921,1,W100,DSCN0610.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306921,1,W100,DSCN0611.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306921,1,Coolpix B500,DSCN0027.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306921,1,Coolpix B500,DSCN0028.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306868,1,W100,DSCN0612.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306868,1,W100,DSCN0613.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306868,1,Coolpix B500,DSCN0029.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306868,1,Coolpix B500,DSCN0030.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306868,2,W100,DSCN0614.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306868,2,W100,DSCN0615.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306868,2,Coolpix B500,DSCN0031.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306868,2,Coolpix B500,DSCN0032.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Peru,264073,1,W100,DSCN0616.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Peru,264073,1,W100,DSCN0617.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Peru,264073,1,Coolpix B500,DSCN0033.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Peru,264073,1,Coolpix B500,DSCN0034.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Suriname,302005,1,W100,DSCN0618.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Suriname,302005,1,W100,DSCN0619.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Suriname,302005,1,Coolpix B500,DSCN0035.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Suriname,302005,1,Coolpix B500,DSCN0036.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306878,1,W100,DSCN0620.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306878,1,W100,DSCN0621.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306878,1,Coolpix B500,DSCN0037.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306878,1,Coolpix B500,DSCN0038.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306904,1,W100,DSCN0622.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306904,1,W100,DSCN0623.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306904,1,Coolpix B500,DSCN0039.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306904,1,Coolpix B500,DSCN0040.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306904,2,W100,DSCN0624.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306904,2,W100,DSCN0625.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306904,2,Coolpix B500,DSCN0041.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306904,2,Coolpix B500,DSCN0042.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306904,3,W100,DSCN0626.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306904,3,W100,DSCN0627.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306904,3,Coolpix B500,DSCN0043.JPG,
Hypopomidae,Brachyhypopomus,brevirostris,Brazil,306904,3,Coolpix B500,DSCN0044.JPG,
Hypopomidae,brachyhypopomus,brevirostris,Brazil,198081,1,W100,DSCN0628.JPG,
Hypopomidae,brachyhypopomus,brevirostris,Brazil,198081,1,W100,DSCN0629.JPG,
Hypopomidae,brachyhypopomus,brevirostris,Brazil,198081,1,Coolpix B500,DSCN0045.JPG,
Hypopomidae,brachyhypopomus,brevirostris,Brazil,198081,1,Coolpix B500,DSCN0046.JPG,
Hypopomidae,brachyhypopomus,brevirostris,Brazil,198081,2,W100,DSCN0630.JPG,
Hypopomidae,brachyhypopomus,brevirostris,Brazil,198081,2,W100,DSCN0631.JPG,
Hypopomidae,brachyhypopomus,brevirostris,Brazil,198081,2,Coolpix B500,DSCN0047.JPG,
Hypopomidae,brachyhypopomus,brevirostris,Brazil,198081,2,Coolpix B500,DSCN0048.JPG,
Hypopomidae,brachyhypopomus,brevirostris,Brazil,306925,1,W100,DSCN0632.JPG,
Hypopomidae,brachyhypopomus,brevirostris,Brazil,306925,1,W100,DSCN0633.JPG,
Hypopomidae,brachyhypopomus,brevirostris,Brazil,306925,1,Coolpix B500,DSCN0049.JPG,
Hypopomidae,brachyhypopomus,brevirostris,Brazil,306925,1,Coolpix B500,DSCN0050.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225560,1,W100,DSCN0634.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225560,1,W100,DSCN0635.JPG,Switched from CAM05 to CAM06
Hypopomidae,brachyhypopomus,beebei,Suriname,225560,1,Coolpix B500,DSCN0051.JPG,Blurry
Hypopomidae,brachyhypopomus,beebei,Suriname,225560,1,Coolpix B500,DSCN0052.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225560,1,Coolpix B500,DSCN0053.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225557,1,W100,DSCN0736.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225557,1,W100,DSCN0737.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225557,1,Coolpix B500,DSCN0054.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225557,1,Coolpix B500,DSCN0055.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225568,1,W100,DSCN0738.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225568,1,W100,DSCN0739.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225568,1,Coolpix B500,DSCN0056.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225568,1,Coolpix B500,DSCN0057.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225568,2,W100,DSCN0740.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225568,2,W100,DSCN0741.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225568,2,Coolpix B500,DSCN0058.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225568,2,Coolpix B500,DSCN0059.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225559,1,W100,DSCN0742.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225559,1,W100,DSCN0743.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225559,1,Coolpix B500,DSCN0060.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225559,1,Coolpix B500,DSCN0061.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225559,2,W100,DSCN0744.JPG,"could be 2123, numbers changed"
Hypopomidae,brachyhypopomus,beebei,Suriname,225559,2,W100,DSCN0745.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225559,2,Coolpix B500,DSCN0062.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225559,2,Coolpix B500,DSCN0063.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225558,1,W100,DSCN0746.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225558,1,W100,DSCN0747.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225558,1,Coolpix B500,DSCN0064.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225558,1,Coolpix B500,DSCN0065.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225558,2,W100,DSCN0748.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225558,2,W100,DSCN07489.JPG,Numbers may have changed? Could be 2128
Hypopomidae,brachyhypopomus,beebei,Suriname,225558,2,Coolpix B500,DSCN0066.JPG,
Hypopomidae,brachyhypopomus,beebei,Suriname,225558,2,Coolpix B500,DSCN0067.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,263851,1,W100-06,DSCN0750.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,263851,1,W100-06,DSCN0751.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,263851,1,Coolpix B500,DSCN0068.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,263851,1,Coolpix B500,DSCN0069.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,1,W100-06,DSCN0752.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,1,W100-06,DSCN0753.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,1,Coolpix B500,DSCN0070.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,1,Coolpix B500,DSCN0071.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,2,W100-06,DSCN0754.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,2,W100-06,DSCN0755.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,2,Coolpix B500,DSCN0072.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,2,Coolpix B500,DSCN0073.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,3,W100-06,DSCN0756.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,3,W100-06,DSCN0757.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,3,Coolpix B500,DSCN0074.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,3,Coolpix B500,DSCN0075.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,4,W100-06,DSCN0758.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,4,W100-06,DSCN0759.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,4,Coolpix B500,DSCN0076.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,4,Coolpix B500,DSCN0077.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,5,W100-06,DSCN0760.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,5,W100-06,DSCN0761.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,5,Coolpix B500,DSCN0078.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,5,Coolpix B500,DSCN0079.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,6,W100-06,DSCN0762.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,6,W100-06,DSCN0763.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,6,Coolpix B500,DSCN0080.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,6,Coolpix B500,DSCN0081.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,7,W100-06,DSCN0764.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,7,W100-06,DSCN0765.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,7,Coolpix B500,DSCN0082.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,226121,7,Coolpix B500,DSCN0083.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,225499,1,W100-06,DSCN0766.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,225499,1,W100-06,DSCN0767.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,225499,1,Coolpix B500,DSCN0084.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Suriname,225499,1,Coolpix B500,DSCN0085.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,229405,1,W100-06,DSCN0768.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,229405,1,W100-06,DSCN0769.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,229405,1,Coolpix B500,DSCN0086.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,229405,1,Coolpix B500,DSCN0087.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,319607,1,W100-06,DSCN0770.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,319607,1,W100-06,DSCN0771.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,319607,1,Coolpix B500,DSCN0088.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,319607,1,Coolpix B500,DSCN0089.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,319607,2,W100-06,DSCN0772.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,319607,2,W100-06,DSCN0773.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,319607,2,Coolpix B500,DSCN0090.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,319607,2,Coolpix B500,DSCN0091.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,229406,1,W100-06,DSCN0774.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,229406,1,W100-06,DSCN0775.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,229406,1,Coolpix B500,DSCN0092.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Peru,229406,1,Coolpix B500,DSCN0093.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Venezuela,309213,1,W100-06,DSCN0776.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Venezuela,309213,1,W100-06,DSCN0777.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Venezuela,309213,1,Coolpix B500,DSCN0094.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Venezuela,309213,1,Coolpix B500,DSCN0095.JPG,
Acestrorhynchidae,Acestrorhynchus,falcatus,Venezuela,309213,1,Coolpix B500,DSCN0096.JPG,
Trichomycteridae,Acanthopoma,annectens,Brazil,376535,1,W100-06,DSCN0778.JPG,
Trichomycteridae,Acanthopoma,annectens,Brazil,376535,1,W100-06,DSCN0779.JPG,
Trichomycteridae,Acanthopoma,annectens,Brazil,376535,1,Coolpix B500,DSCN0097.JPG,
Trichomycteridae,Acanthopoma,annectens,Brazil,376535,1,Coolpix B500,DSCN0098.JPG,
Trichomycteridae,Acanthopoma,annectens,Brazil,376535,1,Coolpix B500,DSCN0099.JPG,
Trichomycteridae,Acanthopoma,annectens,Brazil,376535,1,Coolpix B500,DSCN0100.JPG,
Trichomycteridae,Acanthopoma,annectens,Ecuador,207690,1,W100-06,DSCN0780.JPG,
Trichomycteridae,Acanthopoma,annectens,Ecuador,207690,1,W100-06,DSCN0781.JPG,
Trichomycteridae,Acanthopoma,annectens,Ecuador,207690,1,Coolpix B500,DSCN0101.JPG,
Trichomycteridae,Acanthopoma,annectens,Ecuador,207690,1,Coolpix B500,DSCN0102.JPG,
Trichomycteridae,Acanthopoma,annectens,Brazil,376536,1,W100-06,DSCN0782.JPG,
Trichomycteridae,Acanthopoma,annectens,Brazil,376536,1,W100-06,DSCN0783.JPG,
Trichomycteridae,Acanthopoma,annectens,Brazil,376536,1,Coolpix B500,DSCN0103.JPG,
Trichomycteridae,Acanthopoma,annectens,Brazil,376536,1,Coolpix B500,DSCN0104.JPG,
Trichomycteridae,Acanthopoma,bondi,Venezuela,349377,1,W100-06,DSCN0784.JPG,
Trichomycteridae,Acanthopoma,bondi,Venezuela,349377,1,W100-06,DSCN0785.JPG,
Trichomycteridae,Acanthopoma,bondi,Venezuela,349377,1,Coolpix B500,DSCN0105.JPG,Blurry
Trichomycteridae,Acanthopoma,bondi,Venezuela,349377,1,Coolpix B500,DSCN0106.JPG,Blurry
Trichomycteridae,Acanthopoma,bondi,Venezuela,349377,1,Coolpix B500,DSCN0107.JPG,
Trichomycteridae,Acanthopoma,bondi,Venezuela,349377,1,Coolpix B500,DSCN0108.JPG,